,Unnamed: 0,City,Common_Names,Country,County,Family_x,GBReference_title,GenBank,Genus_x,Latitude,Location,Longitude,Order_x,ScientificName_x,State,Test,Virus,Virus_Confirmed,Confirmation,Virus_Family,Year,accession,referenceID,Host,MatchHost,MatchRatio,Species ID,Kingdom,Phylum,Class,Order_y,Family_y,Genus_y,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned,ScientificName_y
4934,3087,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438761,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4935,3088,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11032', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438760,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4936,3089,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438759,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4937,3090,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2013,KJ438758,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4938,3091,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2013,KJ438757,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4939,3092,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438756,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4940,3094,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2012,KJ438754,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4941,3095,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438753,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4942,3096,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438752,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4943,3097,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438751,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4944,3098,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438750,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4945,3099,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2012,KJ438749,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4946,3100,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2012,KJ438748,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4947,3101,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2012,KJ438747,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4948,3102,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438746,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4949,3103,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438745,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4950,3104,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2012,KJ438744,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4951,3105,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438743,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4952,3106,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2013,KJ438742,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4953,3107,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2013,KJ438741,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4954,3108,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438740,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4955,3109,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2013,KJ438739,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
